線番号,1,電圧(V)/Ch167/Cy000002/C,2,電圧(V)/Ch168/Cy000002/C,3,電圧(V)/Ch169/Cy000002/C,4,電圧(V)/Ch170/Cy000002/C,5,電圧(V)/Ch171/Cy000002/C,6,電圧(V)/Ch172/Cy000002/C,7,電圧(V)/Ch185/Cy000002/C,8,電圧(V)/Ch186/Cy000002/C,9,電圧(V)/Ch187/Cy000002/C,10,電圧(V)/Ch188/Cy000002/C,11,電圧(V)/Ch189/Cy000002/C,12,電圧(V)/Ch190/Cy000002/C,13,電圧(V)/Ch191/Cy000002/C,14,電圧(V)/Ch192/Cy000002/C,15,電圧(V)/Ch193/Cy000002/C,16,電圧(V)/Ch195/Cy000002/C,17,電圧(V)/Ch196/Cy000002/C,,,,,,電圧(V)/Ch167/Cy000002/C,,電圧(V)/Ch168/Cy000002/C,,電圧(V)/Ch169/Cy000002/C,,電圧(V)/Ch170/Cy000002/C,,電圧(V)/Ch171/Cy000002/C,,電圧(V)/Ch172/Cy000002/C,,電圧(V)/Ch185/Cy000002/C,,電圧(V)/Ch186/Cy000002/C,,電圧(V)/Ch187/Cy000002/C,,電圧(V)/Ch188/Cy000002/C,,電圧(V)/Ch189/Cy000002/C,,電圧(V)/Ch190/Cy000002/C,,電圧(V)/Ch191/Cy000002/C,,電圧(V)/Ch192/Cy000002/C,,電圧(V)/Ch193/Cy000002/C,,電圧(V)/Ch195/Cy000002/C,,電圧(V)/Ch196/Cy000002/C,
35,0.067,0.0938,0.06426,0.091,0.07078,0.0844,0.06198,0.0736,0.0646,0.0726,0.06424,0.0716,0.06151,0.093,0.0621,0.0876,0.06764,0.0958,0.06221,0.0884,0.07073,0.0872,0.06295,0.0954,0.06393,0.08,0.06631,0.081,0.06131,0.0864,0.06491,0.0806,0.06683,0.0908,,,,,,0.01473256,0.0938,0.015391912,0.091,0.014058407,0.0844,0.015738194,0.0736,0.015120555,0.0726,0.012562701,0.0716,0.012004387,0.093,0.010899479,0.0876,0.014068746,0.0958,0.010961149,0.0884,0.012502718,0.0872,0.012082766,0.0954,0.01140127,0.08,0.011826879,0.081,0.013073972,0.0864,0.012287463,0.0806,0.014881502,0.0908
36,0.06915,0.0942,0.06635,0.0916,0.07294,0.0848,0.06406,0.0746,0.06634,0.0734,0.06639,0.0724,0.06367,0.0934,0.06426,0.0884,0.06986,0.096,0.06437,0.089,0.07281,0.0876,0.0651,0.096,0.06608,0.0806,0.06846,0.0814,0.06339,0.0868,0.06706,0.0812,0.06906,0.0912,,,,,,0.015205321,0.0942,0.01589252,0.0916,0.014487428,0.0848,0.016266356,0.0746,0.015527827,0.0734,0.012983153,0.0724,0.012425936,0.0934,0.011278591,0.0884,0.014530494,0.096,0.011341732,0.089,0.012870393,0.0876,0.012495441,0.096,0.011784701,0.0806,0.012210348,0.0814,0.013517519,0.0868,0.012694458,0.0812,0.015378072,0.0912
37,0.07137,0.0944,0.06857,0.0922,0.07502,0.0852,0.06635,0.0756,0.06668,0.0736,0.06854,0.0732,0.06596,0.0938,0.06634,0.089,0.07208,0.0964,0.06645,0.0894,0.0749,0.088,0.06719,0.0964,0.06823,0.0812,0.07062,0.0818,0.06575,0.0876,0.06928,0.082,0.07121,0.0916,,,,,,0.015693475,0.0944,0.016424267,0.0922,0.01490056,0.0852,0.016847841,0.0756,0.015607409,0.0736,0.013403604,0.0732,0.012872856,0.0938,0.011643663,0.089,0.014992242,0.0964,0.01170822,0.0894,0.013239835,0.088,0.012896601,0.0964,0.012168132,0.0812,0.0125956,0.0818,0.014020774,0.0876,0.013114704,0.082,0.015856828,0.0916
38,0.07353,0.0946,0.07072,0.0928,0.07717,0.0856,0.06844,0.0766,0.06884,0.0744,0.0707,0.0742,0.06811,0.0942,0.06849,0.0898,0.07431,0.0968,0.0686,0.0898,0.07705,0.0886,0.06927,0.0968,0.07038,0.0818,0.0727,0.082,0.06783,0.088,0.07143,0.0824,0.07336,0.092,,,,,,0.016168435,0.0946,0.016939247,0.0928,0.015327596,0.0856,0.017378542,0.0766,0.016112988,0.0744,0.013826011,0.0742,0.013292453,0.0942,0.01202102,0.0898,0.015456069,0.0968,0.012087041,0.0898,0.013619884,0.0886,0.013295841,0.0968,0.012551563,0.0818,0.012966583,0.082,0.014464321,0.088,0.013521699,0.0824,0.016335583,0.092
39,0.07568,0.095,0.07295,0.0934,0.07925,0.0858,0.0708,0.0776,0.07092,0.0754,0.07278,0.075,0.0702,0.0946,0.07065,0.0904,0.07653,0.097,0.07076,0.0902,0.0792,0.089,0.07163,0.0972,0.07254,0.0824,0.07479,0.0824,0.06992,0.0886,0.07365,0.0832,0.07551,0.0924,,,,,,0.016641196,0.095,0.017473389,0.0934,0.015740728,0.0858,0.017977802,0.0776,0.016599841,0.0754,0.014232774,0.075,0.013700341,0.0946,0.012400132,0.0904,0.015917817,0.097,0.012467624,0.0902,0.013999933,0.089,0.013748824,0.0972,0.012936777,0.0824,0.01333935,0.0824,0.01491,0.0886,0.013941945,0.0832,0.016814339,0.0924
40,0.0779,0.0952,0.07503,0.094,0.08043,0.0862,0.07309,0.0786,0.07308,0.0762,0.07493,0.076,0.07228,0.0948,0.0728,0.091,0.07861,0.0974,0.07291,0.0904,0.08135,0.0894,0.07281,0.0974,0.07344,0.0826,0.07687,0.0828,0.072,0.0892,0.07588,0.0836,0.07767,0.0928,,,,,,0.01712935,0.0952,0.017971602,0.094,0.015975101,0.0862,0.018559287,0.0786,0.01710542,0.0762,0.014653225,0.076,0.014106277,0.0948,0.012777489,0.091,0.016350446,0.0974,0.012846445,0.0904,0.014379982,0.0894,0.013975316,0.0974,0.013097283,0.0826,0.013710333,0.0828,0.015353547,0.0892,0.014364084,0.0836,0.017295321,0.0928
41,0.07853,0.0954,0.07711,0.0946,0.08134,0.0862,0.07517,0.0796,0.07523,0.0772,0.07709,0.077,0.07436,0.0952,0.07489,0.0916,0.08076,0.0976,0.075,0.0908,0.08351,0.0898,0.07372,0.0974,0.07462,0.0828,0.07895,0.083,0.07408,0.0894,0.0781,0.0842,0.07982,0.0932,,,,,,0.01726788,0.0954,0.018469815,0.0946,0.016155846,0.0862,0.019087449,0.0796,0.017608659,0.0772,0.015075632,0.077,0.014512213,0.0952,0.013144315,0.0916,0.016797634,0.0976,0.013214695,0.0908,0.014761798,0.0898,0.014149984,0.0974,0.013307724,0.0828,0.014081317,0.083,0.015797094,0.0894,0.014784331,0.0842,0.017774076,0.0932
42,0.08013,0.0954,0.0792,0.0952,0.08349,0.0866,0.07732,0.0806,0.07739,0.078,0.07917,0.0778,0.07645,0.0954,0.07697,0.092,0.08292,0.0978,0.07708,0.0912,0.08573,0.0902,0.0758,0.0978,0.07677,0.0834,0.08104,0.0834,0.07616,0.0898,0.08032,0.0848,0.08197,0.0936,,,,,,0.017619702,0.0954,0.018970423,0.0952,0.016582882,0.0866,0.019633385,0.0806,0.018114237,0.078,0.015482395,0.0778,0.014920101,0.0954,0.013509387,0.092,0.017246902,0.0978,0.013581182,0.0912,0.01515422,0.0902,0.014549224,0.0978,0.013691155,0.0834,0.014454084,0.0834,0.016240641,0.0898,0.015204577,0.0848,0.018252832,0.0936
43,0.08228,0.0958,0.08135,0.0956,0.08557,0.087,0.07941,0.0814,0.07954,0.0788,0.08125,0.0788,0.07853,0.0958,0.07905,0.0926,0.08514,0.0982,0.07923,0.0914,0.08601,0.0904,0.07788,0.098,0.07893,0.0838,0.08312,0.0838,0.07832,0.0904,0.08254,0.0852,0.08412,0.094,,,,,,0.018092463,0.0958,0.019485403,0.0956,0.016996014,0.087,0.020164086,0.0814,0.018617476,0.0788,0.015889157,0.0788,0.015326037,0.0958,0.013874458,0.0926,0.01770865,0.0982,0.013960004,0.0914,0.015203715,0.0904,0.014948464,0.098,0.014076369,0.0838,0.014825067,0.0838,0.016701248,0.0904,0.015624823,0.0852,0.018731587,0.094
44,0.0845,0.096,0.08351,0.0962,0.08766,0.0874,0.08149,0.0822,0.0817,0.0798,0.08341,0.0798,0.08069,0.0962,0.08114,0.0932,0.08729,0.0984,0.08139,0.0918,0.08788,0.0906,0.07997,0.0984,0.08108,0.0844,0.08528,0.084,0.08047,0.0906,0.08476,0.0858,0.08621,0.0944,,,,,,0.018580617,0.096,0.020002778,0.0962,0.017411132,0.0874,0.020692247,0.0822,0.019123055,0.0798,0.016311564,0.0798,0.015747586,0.0962,0.014241284,0.0932,0.018155838,0.0984,0.014340587,0.0918,0.015534269,0.0906,0.015349623,0.0984,0.0144598,0.0844,0.015210319,0.084,0.017159722,0.0906,0.016045069,0.0858,0.019196982,0.0944
45,0.08672,0.0964,0.08559,0.0966,0.08981,0.0878,0.08357,0.083,0.08392,0.0808,0.08493,0.0806,0.08284,0.0964,0.08322,0.0936,0.08951,0.0988,0.08347,0.0922,0.08996,0.0912,0.08226,0.0988,0.08316,0.0848,0.08743,0.0844,0.08255,0.091,0.08691,0.0862,0.08843,0.0946,,,,,,0.01906877,0.0964,0.020500992,0.0966,0.017838167,0.0878,0.021220408,0.083,0.019642677,0.0808,0.016608814,0.0806,0.016167183,0.0964,0.014606355,0.0936,0.018617586,0.0988,0.014707074,0.0922,0.015901944,0.0912,0.015789171,0.0988,0.014830747,0.0848,0.015593787,0.0844,0.017603269,0.091,0.016452064,0.0862,0.019691325,0.0946
46,0.08895,0.0966,0.08774,0.097,0.09196,0.0882,0.08441,0.0834,0.08601,0.0814,0.08549,0.0808,0.08506,0.0968,0.08537,0.094,0.09167,0.099,0.08569,0.0924,0.09212,0.0914,0.08448,0.099,0.08532,0.0852,0.08965,0.0848,0.08463,0.0914,0.08906,0.0866,0.09058,0.095,,,,,,0.019559123,0.0966,0.021015972,0.097,0.018265203,0.0882,0.021433704,0.0834,0.020131872,0.0814,0.016718327,0.0808,0.016600442,0.0968,0.014983712,0.094,0.019066854,0.099,0.015098229,0.0924,0.01628376,0.0914,0.016215282,0.099,0.015215961,0.0852,0.015989741,0.0848,0.018046816,0.0914,0.016859059,0.0866,0.020170081,0.095
47,0.09117,0.0968,0.08983,0.0974,0.09404,0.0886,0.08566,0.0838,0.08816,0.0822,0.08764,0.0816,0.08715,0.097,0.08753,0.0946,0.09389,0.0992,0.08778,0.0926,0.0942,0.092,0.08663,0.0992,0.0874,0.0856,0.09188,0.0852,0.08679,0.0918,0.09122,0.087,0.09273,0.0954,,,,,,0.020047276,0.0968,0.02151658,0.0974,0.018678335,0.0886,0.021751109,0.0838,0.02063511,0.0822,0.017138778,0.0816,0.017008329,0.097,0.015362825,0.0946,0.019528601,0.0992,0.015466479,0.0926,0.016651435,0.092,0.016627958,0.0992,0.015586908,0.0856,0.016387478,0.0852,0.018507422,0.0918,0.017267947,0.087,0.020648836,0.0954
48,0.09339,0.0972,0.09198,0.0978,0.09613,0.089,0.08774,0.0846,0.09025,0.083,0.09,0.0826,0.0893,0.0972,0.08968,0.095,0.09604,0.0994,0.09,0.093,0.09635,0.0922,0.08878,0.0996,0.08948,0.086,0.09403,0.0856,0.08887,0.092,0.09337,0.0876,0.09481,0.0956,,,,,,0.02053543,0.0972,0.02203156,0.0978,0.019093453,0.089,0.02227927,0.0846,0.021124305,0.083,0.017600297,0.0826,0.017427927,0.0972,0.015740182,0.095,0.019975789,0.0994,0.015857634,0.093,0.017031484,0.0922,0.017040634,0.0996,0.015957855,0.086,0.016770946,0.0856,0.018950969,0.092,0.017674942,0.0876,0.021112004,0.0956
49,0.09555,0.0974,0.09226,0.098,0.09849,0.0894,0.08982,0.0854,0.09143,0.0834,0.09209,0.0834,0.09152,0.0976,0.09183,0.0954,0.09826,0.0998,0.09209,0.0934,0.09858,0.0926,0.09094,0.0998,0.09164,0.0864,0.09466,0.0858,0.09074,0.0924,0.09559,0.088,0.0969,0.096,,,,,,0.02101039,0.0974,0.022098627,0.098,0.019562199,0.0894,0.022807432,0.0854,0.0214005,0.0834,0.018009015,0.0834,0.017861185,0.0976,0.016117539,0.0954,0.020437537,0.0998,0.016225883,0.0934,0.017425674,0.0926,0.017455229,0.0998,0.016343069,0.0864,0.016883311,0.0858,0.019349735,0.0924,0.018095188,0.088,0.021577399,0.096
50,0.0977,0.0978,0.09407,0.0982,0.10057,0.0898,0.09191,0.0862,0.09233,0.0838,0.09424,0.0842,0.09368,0.098,0.09406,0.0958,0.10042,0.1,0.09431,0.0936,0.10066,0.093,0.09309,0.1002,0.094,0.0868,0.09618,0.086,0.09109,0.0924,0.09774,0.0884,0.09926,0.0962,,,,,,0.021483151,0.0978,0.022532168,0.0982,0.019975331,0.0898,0.023338132,0.0862,0.021611158,0.0838,0.018429467,0.0842,0.018282734,0.098,0.016508937,0.0958,0.020886805,0.1,0.016617038,0.0936,0.017793349,0.093,0.017867905,0.1002,0.016763951,0.0868,0.017154415,0.086,0.01942437,0.0924,0.018502183,0.0884,0.022102917,0.0962
51,0.09985,0.098,0.09622,0.0986,0.10265,0.09,0.09399,0.0868,0.09448,0.0844,0.09632,0.085,0.09583,0.0982,0.09621,0.0964,0.10257,0.1002,0.09653,0.0938,0.10288,0.0934,0.09517,0.1004,0.09615,0.0872,0.09841,0.0864,0.09324,0.0928,0.09989,0.0888,0.10134,0.0966,,,,,,0.021955912,0.098,0.023047148,0.0986,0.020388463,0.09,0.023866294,0.0868,0.022114397,0.0844,0.018836229,0.085,0.018702332,0.0982,0.016886294,0.0964,0.021333993,0.1002,0.017008193,0.0938,0.018185771,0.0934,0.018267145,0.1004,0.017147382,0.0872,0.017552152,0.0864,0.019882844,0.0928,0.018909178,0.0888,0.022566085,0.0966
52,0.10201,0.0982,0.0983,0.099,0.10473,0.0904,0.09628,0.0876,0.09657,0.0852,0.09841,0.0858,0.09798,0.0986,0.09829,0.0966,0.10472,0.1004,0.09862,0.0942,0.10503,0.0938,0.09733,0.1006,0.09823,0.0874,0.10063,0.0868,0.0954,0.093,0.10205,0.0892,0.1037,0.0968,,,,,,0.022430872,0.0982,0.023545361,0.099,0.020801595,0.0904,0.024447779,0.0876,0.022603591,0.0852,0.019244947,0.0858,0.019121929,0.0986,0.017251366,0.0966,0.021781181,0.1004,0.017376443,0.0942,0.01856582,0.0938,0.018681741,0.1006,0.017518329,0.0874,0.017948105,0.0868,0.02034345,0.093,0.019318066,0.0892,0.023091603,0.0968
53,0.10423,0.0984,0.10053,0.0994,0.10682,0.0908,0.09837,0.0882,0.09872,0.0858,0.10049,0.0866,0.10014,0.0988,0.10045,0.097,0.10688,0.1006,0.10077,0.0944,0.10726,0.0942,0.09948,0.1008,0.10039,0.088,0.10278,0.0872,0.09755,0.0934,0.10413,0.0894,0.10578,0.0972,,,,,,0.022919026,0.0984,0.024079503,0.0994,0.021216714,0.0908,0.02497848,0.0882,0.023106829,0.0858,0.01965171,0.0866,0.019543478,0.0988,0.017630478,0.097,0.02223045,0.1006,0.017755264,0.0944,0.01896001,0.0942,0.019094416,0.1008,0.017903543,0.088,0.018331574,0.0872,0.020801924,0.0934,0.01971181,0.0894,0.023554771,0.0972
54,0.10638,0.0988,0.10261,0.0996,0.10918,0.0912,0.10073,0.089,0.10081,0.0866,0.10278,0.0872,0.10236,0.099,0.10073,0.0972,0.10903,0.1008,0.10299,0.0946,0.10934,0.0944,0.10163,0.101,0.10254,0.0884,0.10494,0.0874,0.09977,0.0936,0.10628,0.0898,0.10787,0.0974,,,,,,0.023391787,0.0988,0.024577716,0.0996,0.02168546,0.0912,0.02557774,0.089,0.023596024,0.0866,0.020099539,0.0872,0.019976737,0.099,0.017679622,0.0972,0.022677638,0.1008,0.018146419,0.0946,0.019327685,0.0944,0.019507092,0.101,0.018286974,0.0884,0.018716826,0.0874,0.021275325,0.0936,0.020118805,0.0898,0.024020166,0.0974
55,0.10854,0.099,0.10476,0.1,0.11126,0.0916,0.10281,0.0896,0.10289,0.0872,0.10493,0.088,0.10458,0.0994,0.10253,0.0974,0.11118,0.101,0.10508,0.095,0.11149,0.0948,0.10372,0.1014,0.10469,0.0886,0.10709,0.0878,0.10192,0.0938,0.10753,0.0902,0.10995,0.0978,,,,,,0.023866747,0.099,0.025092696,0.1,0.022098592,0.0916,0.026105901,0.0896,0.024082877,0.0872,0.020519991,0.088,0.020409995,0.0994,0.017995549,0.0974,0.023124826,0.101,0.018514668,0.095,0.019707734,0.0948,0.019908252,0.1014,0.018670405,0.0886,0.019100294,0.0878,0.021733799,0.0938,0.02035543,0.0902,0.024483334,0.0978
56,0.11069,0.0992,0.10692,0.1002,0.11341,0.092,0.10489,0.0902,0.10505,0.0878,0.10729,0.0886,0.10681,0.0996,0.10468,0.0976,0.11333,0.1012,0.10723,0.0952,0.11364,0.0952,0.10601,0.1016,0.10678,0.0888,0.10931,0.0882,0.10407,0.0942,0.10843,0.0904,0.11203,0.098,,,,,,0.024339509,0.0992,0.025610072,0.1002,0.022525627,0.092,0.026634063,0.0902,0.024588456,0.0878,0.02098151,0.0886,0.020845206,0.0996,0.018372906,0.0976,0.023572014,0.1012,0.01889349,0.0952,0.020087782,0.0952,0.020347799,0.1016,0.019043135,0.0888,0.019496247,0.0882,0.022192273,0.0942,0.0205258,0.0904,0.024946502,0.098
57,0.11278,0.0994,0.109,0.1006,0.11577,0.0924,0.10719,0.091,0.1072,0.0884,0.10938,0.089,0.10896,0.0998,0.10691,0.098,0.11424,0.1014,0.10938,0.0956,0.11573,0.0956,0.10816,0.1018,0.10893,0.0892,0.11154,0.0886,0.10616,0.0944,0.11058,0.0906,0.11412,0.0982,,,,,,0.024799076,0.0994,0.026108285,0.1006,0.022994373,0.0924,0.027218087,0.091,0.025091695,0.0884,0.021390228,0.089,0.021264803,0.0998,0.018764304,0.098,0.023761289,0.1014,0.019272311,0.0956,0.020457225,0.0956,0.020760475,0.1018,0.019426566,0.0892,0.019893984,0.0886,0.022637953,0.0944,0.020932795,0.0906,0.025411897,0.0982
58,0.11493,0.0998,0.11116,0.1008,0.11786,0.0928,0.10927,0.0914,0.10929,0.089,0.11174,0.0898,0.11118,0.1,0.10899,0.0984,0.11549,0.1014,0.11147,0.0958,0.11788,0.0958,0.11031,0.102,0.11108,0.0896,0.11369,0.089,0.10838,0.0946,0.11274,0.091,0.1162,0.0984,,,,,,0.025271838,0.0998,0.02662566,0.1008,0.023409491,0.0928,0.027746249,0.0914,0.025580889,0.089,0.021851747,0.0898,0.021698062,0.1,0.019129376,0.0984,0.024021282,0.1014,0.01964056,0.0958,0.020837274,0.0958,0.021173151,0.102,0.019809997,0.0896,0.020277453,0.089,0.023111354,0.0946,0.021341683,0.091,0.025875065,0.0984
59,0.11708,0.0998,0.11324,0.1012,0.11994,0.0932,0.11163,0.092,0.11144,0.0896,0.11382,0.0902,0.11341,0.1004,0.11121,0.0986,0.11778,0.1016,0.11362,0.096,0.12003,0.0962,0.11247,0.1022,0.11324,0.0898,0.11591,0.0892,0.11053,0.0948,0.11489,0.0912,0.11766,0.0988,,,,,,0.025744599,0.0998,0.027123873,0.1012,0.023822623,0.0932,0.028345509,0.092,0.026084127,0.0896,0.022258509,0.0902,0.022133272,0.1004,0.019519019,0.0986,0.024497589,0.1016,0.020019382,0.096,0.021217322,0.0962,0.021587746,0.1022,0.020195211,0.0898,0.020673406,0.0892,0.023569828,0.0948,0.021748678,0.0912,0.026200173,0.0988
60,0.11923,0.1002,0.11539,0.1014,0.12209,0.0934,0.11392,0.0926,0.1136,0.0902,0.115,0.0906,0.11563,0.1006,0.11337,0.099,0.11986,0.1018,0.11459,0.0962,0.12212,0.0966,0.11455,0.1024,0.11539,0.0902,0.11807,0.0896,0.11262,0.0952,0.11704,0.0916,0.11828,0.0988,,,,,,0.02621736,0.1002,0.027638853,0.1014,0.024249659,0.0934,0.028926994,0.0926,0.026589706,0.0902,0.022489269,0.0906,0.022566531,0.1006,0.019898131,0.099,0.024930218,0.1018,0.020190292,0.0962,0.021586765,0.0966,0.021986986,0.1024,0.020578642,0.0902,0.021058658,0.0896,0.024015507,0.0952,0.022155673,0.0916,0.026338233,0.0988
61,0.12139,0.1004,0.11762,0.1016,0.12417,0.0938,0.11601,0.0932,0.11568,0.0906,0.11591,0.0906,0.11785,0.1008,0.11559,0.0992,0.12195,0.102,0.11578,0.0964,0.12427,0.0968,0.1167,0.1026,0.11754,0.0904,0.12029,0.09,0.11477,0.0954,0.11912,0.092,0.12037,0.099,,,,,,0.02669232,0.1004,0.028172995,0.1016,0.024662791,0.0938,0.029457695,0.0932,0.02707656,0.0906,0.022667227,0.0906,0.022999789,0.1008,0.020287774,0.0992,0.025364926,0.102,0.020399965,0.0964,0.021966814,0.0968,0.022399662,0.1026,0.020962072,0.0904,0.021454612,0.09,0.024473981,0.0954,0.022549417,0.092,0.026803628,0.099
62,0.12354,0.1006,0.11977,0.102,0.12633,0.094,0.11656,0.0934,0.11777,0.0912,0.11799,0.0912,0.12008,0.101,0.11767,0.0996,0.1241,0.1022,0.11793,0.0964,0.12635,0.0972,0.11878,0.1028,0.11962,0.0908,0.12244,0.0902,0.11699,0.0956,0.12134,0.0922,0.12252,0.0992,,,,,,0.027165082,0.1006,0.028687975,0.102,0.025091813,0.094,0.029597353,0.0934,0.027565755,0.0912,0.02307399,0.0912,0.023434999,0.101,0.020652845,0.0996,0.025812114,0.1022,0.020778786,0.0964,0.022334489,0.0972,0.022798902,0.1028,0.021333019,0.0908,0.02183808,0.0902,0.024947382,0.0956,0.022969663,0.0922,0.027282383,0.0992
63,0.12562,0.1008,0.12192,0.1022,0.12841,0.0944,0.11809,0.0938,0.11985,0.0918,0.12007,0.0916,0.12223,0.1014,0.11983,0.0998,0.12618,0.1024,0.12001,0.0968,0.12851,0.0974,0.12094,0.103,0.12178,0.091,0.12467,0.0906,0.11907,0.096,0.1235,0.0926,0.12481,0.0996,,,,,,0.027622451,0.1008,0.029202955,0.1022,0.025504945,0.0944,0.029985856,0.0938,0.028052608,0.0918,0.023480752,0.0916,0.023854597,0.1014,0.021031958,0.0998,0.026244743,0.1024,0.021145274,0.0968,0.022716305,0.0974,0.023213497,0.103,0.021718234,0.091,0.022235817,0.0906,0.025390929,0.096,0.023378551,0.0926,0.027792314,0.0996
64,0.12778,0.101,0.12401,0.1024,0.13049,0.0948,0.12017,0.0942,0.12222,0.0922,0.12216,0.092,0.12445,0.1014,0.12198,0.1,0.12826,0.1024,0.12217,0.097,0.13073,0.0978,0.12302,0.1032,0.12393,0.0914,0.12689,0.091,0.12123,0.0962,0.12565,0.0928,0.12689,0.0998,,,,,,0.028097411,0.101,0.029703563,0.1024,0.025918077,0.0948,0.030514018,0.0942,0.028607341,0.0922,0.02388947,0.092,0.024287855,0.1014,0.021409315,0.1,0.026677371,0.1024,0.021525857,0.097,0.023108728,0.0978,0.023612737,0.1032,0.022101664,0.0914,0.02263177,0.091,0.025851535,0.0962,0.023785546,0.0928,0.028255482,0.0998
65,0.13,0.1012,0.12616,0.1026,0.13271,0.095,0.12226,0.0946,0.1243,0.0928,0.12431,0.0924,0.12661,0.1018,0.12407,0.1002,0.13035,0.1026,0.12432,0.0972,0.13281,0.098,0.1251,0.1034,0.12608,0.0916,0.12904,0.0914,0.12338,0.0964,0.12787,0.0932,0.12905,0.1,,,,,,0.028585564,0.1012,0.030218543,0.1026,0.026359016,0.095,0.031044719,0.0946,0.029094195,0.0928,0.024309922,0.0924,0.024709404,0.1018,0.021776141,0.1002,0.02711208,0.1026,0.021904678,0.0972,0.023476403,0.098,0.024011977,0.1034,0.022485095,0.0916,0.023015239,0.0914,0.026310009,0.0964,0.024205792,0.0932,0.028736464,0.1
66,0.13215,0.1014,0.12825,0.1028,0.13494,0.0952,0.12441,0.0952,0.12639,0.0932,0.12646,0.0928,0.12876,0.1018,0.12622,0.1006,0.13243,0.1028,0.1264,0.0974,0.13496,0.0984,0.12726,0.1034,0.12817,0.092,0.1312,0.0916,0.12553,0.0966,0.13009,0.0936,0.1312,0.1002,,,,,,0.029058326,0.1014,0.030719152,0.1028,0.026801941,0.0952,0.031590655,0.0952,0.029583389,0.0932,0.024730373,0.0928,0.025129002,0.1018,0.022153498,0.1006,0.027544708,0.1028,0.022271166,0.0974,0.023856451,0.0984,0.024426572,0.1034,0.022857826,0.092,0.023400491,0.0916,0.026768483,0.0966,0.024626038,0.0936,0.02921522,0.1002
67,0.13431,0.1016,0.13033,0.103,0.13702,0.0958,0.12649,0.0956,0.12673,0.0934,0.12854,0.0932,0.13091,0.1022,0.12837,0.1008,0.13451,0.103,0.12856,0.0976,0.13712,0.0986,0.12941,0.1036,0.13032,0.0922,0.13342,0.092,0.12761,0.0968,0.13224,0.0938,0.13335,0.1004,,,,,,0.029533286,0.1016,0.031217365,0.103,0.027215073,0.0958,0.032118816,0.0956,0.029662971,0.0934,0.025137136,0.0932,0.025548599,0.1022,0.022530856,0.1008,0.027977337,0.103,0.022651749,0.0976,0.024238268,0.0986,0.024839248,0.1036,0.023241256,0.0922,0.023796444,0.092,0.02721203,0.0968,0.025033033,0.0938,0.029693975,0.1004
68,0.13653,0.102,0.13241,0.1032,0.1391,0.096,0.12864,0.0962,0.12847,0.0938,0.13063,0.0936,0.13307,0.1024,0.13046,0.101,0.1366,0.103,0.13071,0.0978,0.1392,0.0988,0.13156,0.1038,0.1324,0.0924,0.13557,0.0922,0.12977,0.097,0.13439,0.0942,0.13557,0.1006,,,,,,0.030021439,0.102,0.031715578,0.1032,0.027628205,0.096,0.032664752,0.0962,0.030070243,0.0938,0.025545854,0.0936,0.025970148,0.1024,0.022897682,0.101,0.028412045,0.103,0.02303057,0.0978,0.024605943,0.0988,0.025251924,0.1038,0.023612203,0.0924,0.024179913,0.0922,0.027672637,0.097,0.025440028,0.0942,0.030188318,0.1006
69,0.13875,0.102,0.1345,0.1034,0.14028,0.0962,0.1308,0.0966,0.13056,0.0942,0.13278,0.094,0.13522,0.1026,0.13261,0.1012,0.13875,0.1032,0.13287,0.098,0.14135,0.099,0.13372,0.104,0.13303,0.0926,0.1378,0.0926,0.13185,0.0972,0.13655,0.0944,0.13766,0.1008,,,,,,0.030509593,0.102,0.032216186,0.1034,0.027862578,0.0962,0.033213227,0.0966,0.030559437,0.0942,0.025966305,0.094,0.026389745,0.1026,0.023275039,0.1012,0.028859233,0.1032,0.023411153,0.098,0.024985991,0.099,0.02566652,0.104,0.023724558,0.0926,0.02457765,0.0926,0.028116184,0.0972,0.025848916,0.0944,0.030653713,0.1008
70,0.14091,0.1022,0.13658,0.1036,0.14119,0.0964,0.13295,0.097,0.13264,0.0946,0.13486,0.0944,0.1373,0.1026,0.13469,0.1016,0.14083,0.1034,0.13495,0.0984,0.14351,0.0994,0.13587,0.1042,0.13456,0.0928,0.14002,0.0928,0.134,0.0974,0.1387,0.0946,0.13974,0.101,,,,,,0.030984553,0.1022,0.032714399,0.1036,0.028043323,0.0964,0.033759163,0.097,0.031046291,0.0946,0.026373068,0.0944,0.026795681,0.1026,0.02364011,0.1016,0.029291862,0.1034,0.023777641,0.0984,0.025367808,0.0994,0.026079195,0.1042,0.023997418,0.0928,0.024973603,0.0928,0.028574658,0.0974,0.026255911,0.0946,0.031116881,0.101
71,0.14306,0.1024,0.13874,0.1038,0.14327,0.0966,0.13503,0.0972,0.13473,0.095,0.13709,0.0948,0.13946,0.1028,0.13685,0.1018,0.14292,0.1034,0.1371,0.0984,0.14566,0.0996,0.13795,0.1044,0.13671,0.093,0.14224,0.0932,0.13608,0.0976,0.14085,0.095,0.14196,0.1012,,,,,,0.031457314,0.1024,0.033231775,0.1038,0.028456455,0.0966,0.034287325,0.0972,0.031535485,0.095,0.026809164,0.0948,0.02721723,0.1028,0.024019222,0.1018,0.02972657,0.1034,0.024156462,0.0984,0.025747856,0.0996,0.026478435,0.1044,0.024380848,0.093,0.025369557,0.0932,0.029018205,0.0976,0.026662906,0.095,0.031611224,0.1012
